d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,samples
-0.03203545604976551,-0.0066908386022004026,-0.0001979856987623291,0.002757354116590467,0.0014208437442896973,0.0004397991855319778,0.001421888933872155,-7.236044074580578e-05,0.0004763675259298338,-2.2257093076475425e-05,0
-0.030641296953453436,-0.003389112990957599,0.004109674267967759,0.0015815830308027968,0.002389688831192678,-0.0002551404209082554,0.0012858677795765056,0.001017252168529225,-0.0009651356540603617,-0.00013206484232285035,0
-0.022368086684851185,0.004742170505984944,0.0004656609373893815,0.0004213916101714183,0.004072027194447878,-0.00041057894842022336,0.0028456253233626033,0.0016714366764064704,-0.0009158661840802621,1.3829439600968152e-06,0
-0.02243446149119978,0.005204166486307176,-0.0005746829709355373,5.5448839838996824e-05,0.003677237064736838,-0.00037563526402331783,0.003044607863433188,0.0018167476000810526,-0.001587120110493983,9.000373962466717e-05,0
-0.042243774608204616,-0.02191060266894154,-0.0060898606526682345,0.004920748137523381,-0.0028109011301177206,0.0009245748144590897,0.0004250603872112662,-0.0014882381275006717,0.001227070874824064,0.0001787280153503782,0
-0.03949074692694989,-0.022876591582004883,-0.0021019656519933854,0.004935929529920527,-0.0016068180680451547,0.001106665647629881,0.0006393749180915792,-0.0007935837469669684,0.00027955121484498003,-0.0007416322784737062,0
-0.02303879463017594,0.0058984370226705385,-0.003032644066181964,0.0009463884942697197,0.00356973554973869,0.002331692870187911,0.0018200855276598062,0.0037417433095208344,-0.000967229881622172,0.00017284700498711517,0
-0.021356102532647334,0.0066857975398882585,-0.0031201637203865447,0.0004369888721952399,0.003808267629050156,0.0015337693542758198,0.0024399118348559378,0.002907912626438259,-0.0015426120436419469,0.00012624895393039873,0
-0.044607426986256256,-0.025276930136585447,-0.0073241652173543425,0.00438574231228327,-0.00271676638508273,0.0007879291843824495,0.0007046725511194384,-0.0011504452019147635,0.0004171460461814284,0.000188583841905547,0
-0.023317915798079396,0.0038320351598375726,0.0010055263310820945,0.00011187621025787137,0.004163870074416434,0.00031072169721687036,0.0027185628898006905,0.0019605985162746316,-0.0004049193107020599,-0.0002040565510956441,0
-0.028955102802040354,-0.0023498920726581205,0.005195248889413574,0.0021791463245204867,0.0023470982729718605,-7.228047635060705e-05,0.0009642314832848737,0.00016671766466018218,-0.0004213607564346502,-0.00024299406740348905,0
-0.04525312400020666,-0.0277026512245301,-0.007964626754337895,0.005296659869639303,-0.0029217996766638574,0.0011172874040845007,0.00020802785886377798,-0.0008890137914195055,0.00045411825481868936,8.317867276448057e-05,0
-0.023480273348631613,0.00364090711451927,0.0020128031464540425,-0.0006905565513861049,0.0036625734739492285,-0.0005322461906752109,0.0028883831304855404,0.0014735860902455348,-0.0007650124865387872,3.600980954241796e-05,0
-0.045457998217549415,-0.02806620922629203,-0.008023629440879651,0.005259978610736514,-0.002975082296638709,0.0010663256391289413,0.00020391612901799405,-0.0008775817385262101,0.0003291572215204848,6.384803790078809e-05,0
-0.0455974083212691,-0.02913072059009663,-0.00823114408081184,0.005488767645331701,-0.002986675583101993,0.0012298665561038188,9.699211333500536e-05,-0.0010872253525260542,0.0001216922590229434,-7.022359664056777e-05,0
-0.026422522669590682,0.0007739957841994256,0.002774815864996011,0.0013330333322798477,0.003775395461800285,-0.0005767925678336482,0.0020717573706701886,0.0011568137339998345,-0.0006410680580041727,7.947913890942662e-05,0
-0.029262440488972023,-0.004732997855474872,0.006666650221038729,0.00016033443472404066,0.001166560659490933,-0.0005292472218331197,0.001966564011086774,-0.0006244109088535378,-5.202389050997495e-05,-0.0007375709207396409,0
-0.022018851353793552,0.00513165583019004,0.0009558459543637623,0.00039078520860072555,0.004006976872298102,0.0004724582846440256,0.002624091894273041,0.001608550229570178,-0.0001396554570514226,-0.0001428953700832892,0
-0.04564304242891641,-0.0283379996132063,-0.0076525331627731626,0.004610141480392651,-0.0032710988014591053,0.0007460346311114549,0.00046774132714458056,-0.0008380161112712301,0.00010758930470826055,3.909055745093738e-05,0
-0.029477680799067988,-0.0048324217875067655,0.006700351863786986,0.00010268751804035606,0.0012150595216996935,-0.00055113400135781,0.0019197964928056419,-0.0004000082073185431,-0.0002078235299879735,-0.0006924100179689647,0
-0.02244728458642904,0.004524727210753165,0.0008050363235427569,0.00024381835316247285,0.004083257625356996,-0.0005938030945024209,0.0028697490018798053,0.001613502671184874,-0.0009000767242563026,9.146539432891243e-08,0
-0.0254356965885106,0.0032856350822965956,0.0003186941075639008,-0.0001448859691822798,0.003436008082244986,2.87108843183129e-05,0.002754138330094096,0.002026518152508934,-0.0012276966513746562,0.00017055580419070364,0
-0.024772038800906657,0.0033231085345643554,0.0011546854252709332,-0.000659785254135414,0.0033416301474929982,-9.612161587313292e-05,0.0027753190756733643,0.0018095414155896866,-0.0010144091534447968,0.000132030026349635,0
-0.02249477874926833,0.006430596572562545,-0.003852233360433252,0.0009223025660821049,0.003585691439764208,0.0026584841117229807,0.0018123823528432856,0.004062873052603601,-0.0010574830681740028,0.00020041938772424422,0
-0.026091470890642458,0.0023545671115628745,0.0016209869458031654,-7.535256814517988e-05,0.0034393620446296538,0.000188603577309986,0.0023462390850695564,0.0020711292253556063,-0.0005827286049657379,6.330575835092122e-05,0
-0.02867163635379143,-0.003915478418229505,0.0068407813601222,0.00025154609825948064,0.0013571016595327354,-0.0005234620215012728,0.0017599377334733253,-0.0005376408055318716,-0.00014114411530701475,-0.0006554582256378488,0
-0.01653009490310201,0.008135583062220167,0.001199494773188798,0.00011087541122744787,0.003015468434842304,-0.0010454414935249018,0.0020399992345383347,0.0009010673363639311,-0.0005730456642804916,-6.669994034894888e-06,0
-0.0400718952636321,-0.018447322547364427,-0.003797674973542111,0.0038717114949821667,-0.0011516845663414293,0.0005473016218017261,0.000965184171843582,-0.0009125825676688361,0.0004085065814009624,-2.1733297046371516e-05,0
-0.030100846024300198,-0.0029957382158467285,0.004287797046829294,0.0008631942978589118,0.0021264411387107345,-0.0002203795160224369,0.0017226046286070212,0.0002935678027560338,-0.0004420756120053075,-0.00025624979277345724,0
-0.01894042204453033,0.007340988942079782,-0.0007254067779758731,-0.0002141905264554164,0.003761918189720191,-0.0002662926147823052,0.002782874010245262,0.0013608047907457017,-0.0015238759398063298,-0.00010223256580072153,0
-0.020032925352108835,0.00037782279948080777,0.0071149277145786905,-0.006423788124708847,0.0026032472468235945,-0.0007058586441621236,0.0030850937451631193,0.0024213504724292755,0.0013460318935299095,-0.00034070647084598517,0
-0.04573468683259178,-0.027461814745091403,-0.008615801779574215,0.003936050154861598,-0.0035450941818669745,0.000580321858583179,0.0009867897196001833,-0.001804246876666237,8.99478844105013e-05,0.00045188038945567473,0
-0.02451077265158693,0.0034388534920667736,0.0012574195707153078,-0.0009754625875311641,0.0033949425049802683,-0.00028027965020260885,0.0029374909861997413,0.0017533788417336865,-0.0010566295473327949,0.0001642126737964246,0
-0.026583485580377555,-0.009611936470568402,-0.0018435923283029992,0.0024934648321516175,-0.00352015988797136,0.00039542286024456724,-0.0002535315257908945,-0.008448899162614003,0.0019524385087244115,0.0016614922596431272,0
-0.02851006565066513,-0.0007903279325450459,0.0036976284460639246,0.0007633480769324249,0.002842745963570633,-0.00026979348340925273,0.0018802224302468752,0.0008725485098625109,-0.0006513449542927102,-7.860438483116556e-05,0
-0.04466720574406736,-0.029432401630698192,-0.007096926748330056,0.005822717035494649,-0.0028319350099358914,0.0013527310415949682,0.00013088130642095614,-0.0006480424772716842,0.00014481324825121707,-0.0003413835144471117,0
-0.02172085594926752,0.002138800527909683,0.004925619483515552,-0.0039900049907035315,0.003661010100396623,-6.12975133687373e-06,0.002552455472485894,0.002775554437010793,0.0012366597945815665,-0.0002376073831627614,0
-0.01841897646190369,0.008334643684788319,-0.0028188212777095437,-6.84205449208832e-05,0.003826217195182667,0.001109761668557313,0.002560746990048772,0.0019029412998407254,-0.0015244697250716263,-5.354092793906091e-05,0
-0.02245800023077395,0.003688579059098403,0.0028443827970193224,-0.0014954956212222831,0.0038808982814205204,-0.0003035746692953227,0.0027784067145915077,0.0018393618486842707,0.0003003199405836589,-0.00015549353003252805,0
-0.022931726176727465,0.004077641671176509,0.0007205471315472838,0.000574871450066099,0.004251414323460322,-0.0005938135280686159,0.0028271423868360623,0.0015534064507057464,-0.0009368595536380684,2.5808389116644963e-05,0
-0.02128351201940869,0.006179007078502396,-0.0012132706734678852,-0.0006728966008078537,0.003626738298298542,-0.0002865862471645098,0.0032310166664715535,0.0016755102816442087,-0.0017841631608217158,8.942302884144636e-05,0
-0.03025697411537075,-0.005885952137420153,0.006076505901321738,0.0020129685304719532,0.0016234999119038363,6.556364527047641e-05,0.001188449206446637,-0.00035456332991862406,-3.927144109161593e-05,-0.0006197463301211524,0
-0.04242317267915617,-0.022984312650124645,-0.006904031337028328,0.003321911347834745,-0.003294529761748593,0.00061870947402976,0.0014783451033457543,-0.003136788898112564,0.0005102577962616025,0.0004900349694361607,0
-0.042717902582008034,-0.023365415615925082,-0.005815831866947671,0.0046348869470666885,-0.00271267753230967,0.0007938600283480492,0.00044337222704955275,-0.0012339154924837766,0.0007800746086145543,4.587087970458979e-05,0
-0.0438872523945444,-0.02459133047200377,-0.00760384378099061,0.0035738700274318977,-0.0032959631143606827,0.0005868389769752884,0.0012810824020744792,-0.002491670156545503,0.00030267579031097684,0.0005005053411566497,0
-0.04185489864681413,-0.02058064529221353,-0.006317057255095944,0.0051073375471733795,-0.00224448671770812,0.0011490482134010854,0.0005800782534972809,-0.0014257965583291013,0.0015062751154335293,0.00019121456180558804,0
-0.021208522971668604,0.004613704896149411,0.002693526772490785,-0.0003402385706124609,0.0037500739756187737,-0.0009256247246120239,0.0031249717874828817,0.0009682494743779961,-0.001002233937752208,-9.932166395492715e-05,0
-0.02339167197424633,-0.0060671912254754105,0.010453745318165968,0.00462143487171545,0.00226482412114855,0.0008717284203386033,0.0010423989791364166,-0.0018027835073093322,0.00032265911067206785,-0.0011265385526924888,0
-0.04586375861877036,-0.027908139096428843,-0.008444981087792488,0.004707097260617209,-0.003184212121554405,0.0008523595343984567,0.0005068682283220344,-0.0011459641247009713,0.00024061040219958035,0.0002757861184282933,0
-0.026321563528032388,0.0021822318654651364,0.0019512668923486497,0.0016482376308806612,0.0032235578672402568,0.0005461629308992984,0.0013972937571825144,0.0019070306524369316,-0.0005537265704189993,7.113878288783126e-05,0
-0.023476020837353364,0.004449804537504627,6.954863147081678e-05,-0.0003475075752122151,0.0035679133409661063,-0.00027928950353609395,0.003051057787657982,0.0017795473454330544,-0.0014057834272959353,0.0001276022862321709,0
-0.020162221194585373,0.006699465960701038,-0.00029349287480381117,-0.0018403056650066784,0.003542334391926606,-0.00043678848429057484,0.0032091228901605707,0.0020015284579911613,-0.0011611086449794502,0.00010014059899652388,0
-0.023997066493519695,0.0033582841626458772,0.001985828711599351,0.00047532489397729617,0.004164883295756081,-0.0001104779357366814,0.0022658515833218844,0.0015133112240573203,-2.0912717180958283e-05,-0.0001568809591798306,0
-0.026199032656279105,0.0010742360544423752,0.002504015189375869,0.001061447111835229,0.003899992348002096,-0.0007078621129694845,0.0023936038859025998,0.0011009508826174258,-0.0007390125992682001,0.00012875244195504045,0
-0.042144726389105595,-0.02170155278878571,-0.005717702870570931,0.004686859894775828,-0.0026550313047885737,0.0008434842278918454,0.000538425288301462,-0.0014300409378516458,0.0010821414091826238,0.00012436918700884072,0
