,number,cluster
MANBAL (ENSG00000101363),3022,0.0
MANBA (ENSG00000109323),3023,0.0
MRPL19 (ENSG00000115364),3024,0.0
MRPL20 (ENSG00000242485),3025,0.0
MRPL21 (ENSG00000197345),3026,0.0
MRPL22 (ENSG00000082515),3027,0.0
MAN2A1 (ENSG00000112893),3028,0.0
MRPL24 (ENSG00000143314),3029,0.0
MRPL27 (ENSG00000108826),3030,0.0
MRPL28 (ENSG00000086504),3031,0.0
MRPL3 (ENSG00000114686),3032,0.0
MRPL30 (ENSG00000185414),3033,0.0
MRPL32 (ENSG00000106591),3034,0.0
MRPL33 (ENSG00000243147),3035,0.0
MRPL34 (ENSG00000130312),3036,0.0
MRPL35 (ENSG00000132313),3037,0.0
MAML1 (ENSG00000161021),3038,0.0
MRPL36 (ENSG00000171421),3039,0.0
MRPL39 (ENSG00000154719),3040,0.0
MAMDC2 (ENSG00000165072),3041,0.0
MALT1 (ENSG00000172175),3042,0.0
MALSU1 (ENSG00000156928),3043,0.0
MALRD1 (ENSG00000204740),3044,0.0
MALL (ENSG00000144063),3045,0.0
MRPL4 (ENSG00000105364),3046,0.0
MAL2 (ENSG00000147676),3047,0.0
MRPL41 (ENSG00000182154),3048,0.0
MAD2L1 (ENSG00000164109),3049,0.0
LSS (ENSG00000160285),3050,0.0
MRPS16 (ENSG00000182180),3051,0.0
MRPS18A (ENSG00000096080),3052,0.0
LYG2 (ENSG00000185674),3053,0.0
MRRF (ENSG00000148187),3054,0.0
LYAR (ENSG00000145220),3055,0.0
LY75 (ENSG00000054219),3056,0.0
MRTO4 (ENSG00000053372),3057,0.0
MSANTD3 (ENSG00000066697),3058,0.0
MSH2 (ENSG00000095002),3059,0.0
MSH6 (ENSG00000116062),3060,0.0
MSI2 (ENSG00000153944),3061,0.0
LUZP1 (ENSG00000169641),3062,0.0
MSL1 (ENSG00000188895),3063,0.0
LURAP1 (ENSG00000171357),3064,0.0
MSL2 (ENSG00000174579),3065,0.0
MRPS9 (ENSG00000135972),3066,0.0
LUC7L3 (ENSG00000108848),3067,0.0
LUC7L (ENSG00000007392),3068,0.0
LTV1 (ENSG00000135521),3069,0.0
LTN1 (ENSG00000198862),3070,0.0
LTF (ENSG00000012223),3071,0.0
MSN (ENSG00000147065),3072,0.0
MSRB1 (ENSG00000198736),3073,0.0
MSTO1 (ENSG00000125459),3074,0.0
MT-ATP6 (ENSG00000198899),3075,0.0
LTBP2 (ENSG00000119681),3076,0.0
MT-ATP8 (ENSG00000228253),3077,0.0
LTB4R (ENSG00000213903),3078,0.0
MT-CO2 (ENSG00000198712),3079,0.0
MT-CO3 (ENSG00000198938),3080,0.0
MSMP (ENSG00000215183),3081,0.0
LYN (ENSG00000254087),3082,0.0
MRPS7 (ENSG00000125445),3083,0.0
MRPS6 (ENSG00000243927),3084,0.0
MACF1 (ENSG00000127603),3085,0.0
MACC1-AS1 (ENSG00000228598),3086,0.0
MACC1 (ENSG00000183742),3087,0.0
MRPS18B (ENSG00000204568),3088,0.0
MRPS18C (ENSG00000163319),3089,0.0
MRPS2 (ENSG00000122140),3090,0.0
M1AP (ENSG00000159374),3091,0.0
LZTS2 (ENSG00000107816),3092,0.0
MRPS21 (ENSG00000266472),3093,0.0
MRPS22 (ENSG00000175110),3094,0.0
MRPS23 (ENSG00000181610),3095,0.0
LZIC (ENSG00000162441),3096,0.0
MRPS25 (ENSG00000131368),3097,0.0
LYSMD4 (ENSG00000183060),3098,0.0
MRPS26 (ENSG00000125901),3099,0.0
LYSMD2 (ENSG00000140280),3100,0.0
MRPS27 (ENSG00000113048),3101,0.0
MRPS28 (ENSG00000147586),3102,0.0
LYRM7 (ENSG00000186687),3103,0.0
MRPS30 (ENSG00000112996),3104,0.0
LYRM4 (ENSG00000214113),3105,0.0
MRPS31 (ENSG00000102738),3106,0.0
MRPS33 (ENSG00000090263),3107,0.0
LYPLAL1 (ENSG00000143353),3108,0.0
LYPLA2 (ENSG00000011009),3109,0.0
LYPLA1 (ENSG00000120992),3110,0.0
MRPS34 (ENSG00000074071),3111,0.0
MRPS35 (ENSG00000061794),3112,0.0
MRPS36 (ENSG00000134056),3113,0.0
MRPS17 (ENSG00000239789),3114,0.0
NUDT1 (ENSG00000106268),3115,0.0
KLK13 (ENSG00000167759),3116,0.0
KLK11 (ENSG00000167757),3117,0.0
PKNOX1 (ENSG00000160199),3118,0.0
PKP3 (ENSG00000184363),3119,0.0
PKP4 (ENSG00000144283),3120,0.0
IDH3B (ENSG00000101365),3121,0.0
IDH3A (ENSG00000166411),3122,0.0
PLA2G10 (ENSG00000069764),3123,0.0
IDH1-AS1 (ENSG00000231908),3124,0.0
IDH1 (ENSG00000138413),3125,0.0
IDE (ENSG00000119912),3126,0.0
PLA2G12A (ENSG00000123739),3127,0.0
PLA2G16 (ENSG00000176485),3128,0.0
PLA2G2A (ENSG00000188257),3129,0.0
PLA2G3 (ENSG00000100078),3130,0.0
IDO1 (ENSG00000131203),3131,0.0
PLA2G4C (ENSG00000105499),3132,0.0
ICOSLG (ENSG00000160223),3133,0.0
ICMT (ENSG00000116237),3134,0.0
ICK (ENSG00000112144),3135,0.0
ICE2 (ENSG00000128915),3136,0.0
ICE1 (ENSG00000164151),3137,0.0
PLA2G7 (ENSG00000146070),3138,0.0
ICAM3 (ENSG00000076662),3139,0.0
PLAA (ENSG00000137055),3140,0.0
PLAC8 (ENSG00000145287),3141,0.0
PLAC9 (ENSG00000189129),3142,0.0
ICA1 (ENSG00000003147),3143,0.0
PLAU (ENSG00000122861),3144,0.0
IBA57 (ENSG00000181873),3145,0.0
ICT1 (ENSG00000167862),3146,0.0
PKN2 (ENSG00000065243),3147,0.0
PKN1 (ENSG00000123143),3148,0.0
PKMYT1 (ENSG00000127564),3149,0.0
PIP5K1B (ENSG00000107242),3150,0.0
IFNLR1 (ENSG00000185436),3151,0.0
PIP5K1C (ENSG00000186111),3152,0.0
IFNGR1 (ENSG00000027697),3153,0.0
IFNAR2 (ENSG00000159110),3154,0.0
IFNAR1 (ENSG00000142166),3155,0.0
PIP5KL1 (ENSG00000167103),3156,0.0
IFITM2 (ENSG00000185201),3157,0.0
PIPOX (ENSG00000179761),3158,0.0
IFITM1 (ENSG00000185885),3159,0.0
PIR (ENSG00000087842),3160,0.0
PISD (ENSG00000241878),3161,0.0
PITHD1 (ENSG00000057757),3162,0.0
PITPNA (ENSG00000174238),3163,0.0
PITPNA-AS1 (ENSG00000236618),3164,0.0
PITPNB (ENSG00000180957),3165,0.0
PITPNC1 (ENSG00000154217),3166,0.0
IFI35 (ENSG00000068079),3167,0.0
IFI30 (ENSG00000216490),3168,0.0
PITPNM3 (ENSG00000091622),3169,0.0
PIWIL1 (ENSG00000125207),3170,0.0
PIWIL2 (ENSG00000197181),3171,0.0
PKD2 (ENSG00000118762),3172,0.0
IFFO2 (ENSG00000169991),3173,0.0
PKDCC (ENSG00000162878),3174,0.0
PKI55 (ENSG00000260804),3175,0.0
PKIA (ENSG00000171033),3176,0.0
IER3IP1 (ENSG00000134049),3177,0.0
PKIB (ENSG00000135549),3178,0.0
IARS2 (ENSG00000067704),3179,0.0
IFRD2 (ENSG00000214706),3180,0.0
IARS (ENSG00000196305),3181,0.0
PLCB2 (ENSG00000137841),3182,0.0
PLEKHJ1 (ENSG00000104886),3183,0.0
PLEKHM2 (ENSG00000116786),3184,0.0
PLEKHM3 (ENSG00000178385),3185,0.0
PLEKHO2 (ENSG00000241839),3186,0.0
HSPB11 (ENSG00000081870),3187,0.0
PLGRKT (ENSG00000107020),3188,0.0
HSPA9 (ENSG00000113013),3189,0.0
HSPA8 (ENSG00000109971),3190,0.0
PLK1 (ENSG00000166851),3191,0.0
PLK4 (ENSG00000142731),3192,0.0
HSPA4 (ENSG00000170606),3193,0.0
HSPA2 (ENSG00000126803),3194,0.0
PLPP1 (ENSG00000067113),3195,0.0
HSPBAP1 (ENSG00000169087),3196,0.0
PLPP2 (ENSG00000141934),3197,0.0
HSPA14 (ENSG00000187522),3198,0.0
PLRG1 (ENSG00000171566),3199,0.0
PLS1 (ENSG00000120756),3200,0.0
PLS3 (ENSG00000102024),3201,0.0
HSP90B1 (ENSG00000166598),3202,0.0
HSP90AB1 (ENSG00000096384),3203,0.0
HSP90AA1 (ENSG00000080824),3204,0.0
HSH2D (ENSG00000196684),3205,0.0
PLSCR1 (ENSG00000188313),3206,0.0
PLXDC2 (ENSG00000120594),3207,0.0
PMAIP1 (ENSG00000141682),3208,0.0
PMEL (ENSG00000185664),3209,0.0
PMF1 (ENSG00000160783),3210,0.0
PLPP5 (ENSG00000147535),3211,0.0
PLEKHH3 (ENSG00000068137),3212,0.0
HSPD1 (ENSG00000144381),3213,0.0
HSPE1 (ENSG00000115541),3214,0.0
PLCB3 (ENSG00000149782),3215,0.0
HYOU1 (ENSG00000149428),3216,0.0
HYLS1 (ENSG00000198331),3217,0.0
PLCD3 (ENSG00000161714),3218,0.0
PLCG1 (ENSG00000124181),3219,0.0
PLCH1 (ENSG00000114805),3220,0.0
PLCL2 (ENSG00000154822),3221,0.0
PLCXD1 (ENSG00000182378),3222,0.0
HYAL1 (ENSG00000114378),3223,0.0
HVCN1 (ENSG00000122986),3224,0.0
HUWE1 (ENSG00000086758),3225,0.0
PLEC (ENSG00000178209),3226,0.0
HUS1 (ENSG00000136273),3227,0.0
PLEKHA3 (ENSG00000116095),3228,0.0
HTT (ENSG00000197386),3229,0.0
PLEKHA5 (ENSG00000052126),3230,0.0
PLEKHA7 (ENSG00000166689),3231,0.0
PLEKHA8 (ENSG00000106086),3232,0.0
HTR3C (ENSG00000178084),3233,0.0
HTR3A (ENSG00000166736),3234,0.0
PLEKHB2 (ENSG00000115762),3235,0.0
PLEKHF1 (ENSG00000166289),3236,0.0
PLEKHG4B (ENSG00000153404),3237,0.0
PLEKHG6 (ENSG00000008323),3238,0.0
HTR1D (ENSG00000179546),3239,0.0
HTR1A (ENSG00000178394),3240,0.0
HTATIP2 (ENSG00000109854),3241,0.0
HSPH1 (ENSG00000120694),3242,0.0
PLEKHH1 (ENSG00000054690),3243,0.0
PLBD2 (ENSG00000151176),3244,0.0
PMFBP1 (ENSG00000118557),3245,0.0
PIP5K1A (ENSG00000143398),3246,0.0
PIP4K2B (ENSG00000276293),3247,0.0
PHB (ENSG00000167085),3248,0.0
PHB2 (ENSG00000215021),3249,0.0
PHC1 (ENSG00000111752),3250,0.0
PHC3 (ENSG00000173889),3251,0.0
PHF10 (ENSG00000130024),3252,0.0
PHF12 (ENSG00000109118),3253,0.0
IL4R (ENSG00000077238),3254,0.0
PHF13 (ENSG00000116273),3255,0.0
PHF14 (ENSG00000106443),3256,0.0
PHF20 (ENSG00000025293),3257,0.0
IL34 (ENSG00000157368),3258,0.0
PHF21B (ENSG00000056487),3259,0.0
PHF23 (ENSG00000040633),3260,0.0
PHAX (ENSG00000164902),3261,0.0
PHF3 (ENSG00000118482),3262,0.0
IL20RB (ENSG00000174564),3263,0.0
IL20RA (ENSG00000016402),3264,0.0
PHF7 (ENSG00000010318),3265,0.0
IL1RAP (ENSG00000196083),3266,0.0
IL1R2 (ENSG00000115590),3267,0.0
PHF8 (ENSG00000172943),3268,0.0
PHGDH (ENSG00000092621),3269,0.0
IL18BP (ENSG00000137496),3270,0.0
IL18 (ENSG00000150782),3271,0.0
PHIP (ENSG00000146247),3272,0.0
IL17RD (ENSG00000144730),3273,0.0
PHKA2 (ENSG00000044446),3274,0.0
PHKB (ENSG00000102893),3275,0.0
PHF5A (ENSG00000100410),3276,0.0
ILF3 (ENSG00000129351),3277,0.0
ILF3-AS1 (ENSG00000267100),3278,0.0
ILKAP (ENSG00000132323),3279,0.0
PGAP2 (ENSG00000148985),3280,0.0
INO80 (ENSG00000128908),3281,0.0
INIP (ENSG00000148153),3282,0.0
INHBE (ENSG00000139269),3283,0.0
PGBD1 (ENSG00000137338),3284,0.0
PGBD5 (ENSG00000177614),3285,0.0
ING5 (ENSG00000168395),3286,0.0
PGD (ENSG00000142657),3287,0.0
ING3 (ENSG00000071243),3288,0.0
ING2 (ENSG00000168556),3289,0.0
ING1 (ENSG00000153487),3290,0.0
INF2 (ENSG00000203485),3291,0.0
PGGT1B (ENSG00000164219),3292,0.0
PGM2 (ENSG00000169299),3293,0.0
INAFM2 (ENSG00000259330),3294,0.0
PGM2L1 (ENSG00000165434),3295,0.0
PGM3 (ENSG00000013375),3296,0.0
PGM5P2 (ENSG00000277778),3297,0.0
PGP (ENSG00000184207),3298,0.0
PGPEP1 (ENSG00000130517),3299,0.0
PGRMC2 (ENSG00000164040),3300,0.0
IMPACT (ENSG00000154059),3301,0.0
IMPA2 (ENSG00000141401),3302,0.0
IMPA1 (ENSG00000133731),3303,0.0
IMP4 (ENSG00000136718),3304,0.0
IMP3 (ENSG00000177971),3305,0.0
IMMT (ENSG00000132305),3306,0.0
PGS1 (ENSG00000087157),3307,0.0
PHACTR2 (ENSG00000112419),3308,0.0
IL17RA (ENSG00000177663),3309,0.0
PIP4K2C (ENSG00000166908),3310,0.0
PHLDA2 (ENSG00000181649),3311,0.0
PHLPP2 (ENSG00000040199),3312,0.0
PIGP (ENSG00000185808),3313,0.0
PIGT (ENSG00000124155),3314,0.0
PIGW (ENSG00000277161),3315,0.0
PIH1D1 (ENSG00000104872),3316,0.0
PIK3C2A (ENSG00000011405),3317,0.0
PIK3CA (ENSG00000121879),3318,0.0
IGFBP1 (ENSG00000146678),3319,0.0
IGF2R (ENSG00000197081),3320,0.0
IGF2BP3 (ENSG00000136231),3321,0.0
PIK3CB (ENSG00000051382),3322,0.0
IGF2BP1 (ENSG00000159217),3323,0.0
PIK3CD (ENSG00000171608),3324,0.0
PIK3CD-AS2 (ENSG00000231789),3325,0.0
IGFBPL1 (ENSG00000137142),3326,0.0
IGF1R (ENSG00000140443),3327,0.0
PIK3R4 (ENSG00000196455),3328,0.0
PIK3R5 (ENSG00000141506),3329,0.0
PIKFYVE (ENSG00000115020),3330,0.0
PILRA (ENSG00000085514),3331,0.0
PILRB (ENSG00000121716),3332,0.0
PIM2 (ENSG00000102096),3333,0.0
PIN1 (ENSG00000127445),3334,0.0
PIN4 (ENSG00000102309),3335,0.0
PINK1 (ENSG00000158828),3336,0.0
PINLYP (ENSG00000234465),3337,0.0
IFT27 (ENSG00000100360),3338,0.0
PINX1 (ENSG00000254093),3339,0.0
PIP4K2A (ENSG00000150867),3340,0.0
PIK3R2 (ENSG00000105647),3341,0.0
PIGN (ENSG00000197563),3342,0.0
IGFLR1 (ENSG00000126246),3343,0.0
IGHMBP2 (ENSG00000132740),3344,0.0
PHOSPHO2 (ENSG00000144362),3345,0.0
PHPT1 (ENSG00000054148),3346,0.0
IL12RB2 (ENSG00000081985),3347,0.0
PHRF1 (ENSG00000070047),3348,0.0
PHTF1 (ENSG00000116793),3349,0.0
PHYH (ENSG00000107537),3350,0.0
PHYHD1 (ENSG00000175287),3351,0.0
IKZF5 (ENSG00000095574),3352,0.0
PI4K2A (ENSG00000155252),3353,0.0
IKZF3 (ENSG00000161405),3354,0.0
PI4K2B (ENSG00000038210),3355,0.0
IKZF1 (ENSG00000185811),3356,0.0
IKBKG (ENSG00000269335),3357,0.0
IKBKE (ENSG00000263528),3358,0.0
PIAS3 (ENSG00000131788),3359,0.0
IKBKAP (ENSG00000070061),3360,0.0
PIAS4 (ENSG00000105229),3361,0.0
PIEZO1 (ENSG00000103335),3362,0.0
PIF1 (ENSG00000140451),3363,0.0
IGSF9B (ENSG00000080854),3364,0.0
PIGB (ENSG00000069943),3365,0.0
IGSF8 (ENSG00000162729),3366,0.0
IGSF5 (ENSG00000183067),3367,0.0
IGSF21 (ENSG00000117154),3368,0.0
IGSF11 (ENSG00000144847),3369,0.0
IGSF10 (ENSG00000152580),3370,0.0
IGSF1 (ENSG00000147255),3371,0.0
PIGK (ENSG00000142892),3372,0.0
PIGL (ENSG00000108474),3373,0.0
PHLPP1 (ENSG00000081913),3374,0.0
INO80C (ENSG00000153391),3375,0.0
HSD3B7 (ENSG00000099377),3376,0.0
HSD17B7 (ENSG00000132196),3377,0.0
PPP1CC (ENSG00000186298),3378,0.0
HLA-DRB1 (ENSG00000196126),3379,0.0
HLA-DRA (ENSG00000204287),3380,0.0
HLA-DQB1 (ENSG00000179344),3381,0.0
HLA-DPB1 (ENSG00000223865),3382,0.0
HLA-DPA1 (ENSG00000231389),3383,0.0
HLA-DOA (ENSG00000204252),3384,0.0
HLA-DMA (ENSG00000204257),3385,0.0
HLA-C (ENSG00000204525),3386,0.0
PPP1R12A (ENSG00000058272),3387,0.0
HLA-A (ENSG00000206503),3388,0.0
PPP1R12C (ENSG00000125503),3389,0.0
HK2 (ENSG00000159399),3390,0.0
HLA-F (ENSG00000204642),3391,0.0
HK1 (ENSG00000156515),3392,0.0
HIVEP2 (ENSG00000010818),3393,0.0
PPP1R14B (ENSG00000173457),3394,0.0
PPP1R15B (ENSG00000158615),3395,0.0
HIST3H2BB (ENSG00000196890),3396,0.0
PPP1R16A (ENSG00000160972),3397,0.0
PPP1R16B (ENSG00000101445),3398,0.0
PPP1R17 (ENSG00000106341),3399,0.0
HIST2H2AC (ENSG00000184260),3400,0.0
PPP1R1B (ENSG00000131771),3401,0.0
HIST1H4J (ENSG00000197238),3402,0.0
HIST1H4H (ENSG00000158406),3403,0.0
PPP1R1C (ENSG00000150722),3404,0.0
HIST1H4E (ENSG00000276966),3405,0.0
PPP1R14A (ENSG00000167641),3406,0.0
HLA-G (ENSG00000204632),3407,0.0
PPP1CB (ENSG00000213639),3408,0.0
HLTF (ENSG00000071794),3409,0.0
HMOX2 (ENSG00000103415),3410,0.0
HMOX1 (ENSG00000100292),3411,0.0
HMMR (ENSG00000072571),3412,0.0
HMHA1 (ENSG00000180448),3413,0.0
PPIH (ENSG00000171960),3414,0.0
HMGXB3 (ENSG00000113716),3415,0.0
HMGN5 (ENSG00000198157),3416,0.0
HMGN4 (ENSG00000182952),3417,0.0
PPIL1 (ENSG00000137168),3418,0.0
HMGN3 (ENSG00000118418),3419,0.0
PPIL3 (ENSG00000240344),3420,0.0
PPIP5K1 (ENSG00000168781),3421,0.0
HMGCR (ENSG00000113161),3422,0.0
PPIP5K2 (ENSG00000145725),3423,0.0
PPM1A (ENSG00000100614),3424,0.0
HMGB3 (ENSG00000029993),3425,0.0
PPM1B (ENSG00000138032),3426,0.0
HMGB1 (ENSG00000189403),3427,0.0
PPM1E (ENSG00000175175),3428,0.0
HMGA1 (ENSG00000137309),3429,0.0
PPM1G (ENSG00000115241),3430,0.0
PPM1H (ENSG00000111110),3431,0.0
HMCN2 (ENSG00000148357),3432,0.0
PPM1J (ENSG00000155367),3433,0.0
HMCES (ENSG00000183624),3434,0.0
HMBS (ENSG00000256269),3435,0.0
PPM1N (ENSG00000213889),3436,0.0
PPOX (ENSG00000143224),3437,0.0
PPP1CA (ENSG00000172531),3438,0.0
PPP1R35 (ENSG00000160813),3439,0.0
PPIG (ENSG00000138398),3440,0.0
PPP1R36 (ENSG00000165807),3441,0.0
HIST1H3J (ENSG00000197153),3442,0.0
HIPK3 (ENSG00000110422),3443,0.0
PPP2R2C (ENSG00000074211),3444,0.0
PPP2R3A (ENSG00000073711),3445,0.0
HIPK1 (ENSG00000163349),3446,0.0
PPP2R3B (ENSG00000167393),3447,0.0
HIP1 (ENSG00000127946),3448,0.0
PPP2R4 (ENSG00000119383),3449,0.0
PPP2R5A (ENSG00000066027),3450,0.0
HINT1 (ENSG00000169567),3451,0.0
HIGD2A (ENSG00000146066),3452,0.0
HIGD1A (ENSG00000181061),3453,0.0
PPP2R5C (ENSG00000078304),3454,0.0
HIF1AN (ENSG00000166135),3455,0.0
PPP2R2B (ENSG00000156475),3456,0.0
PPP2R5D (ENSG00000112640),3457,0.0
PPP2R5E (ENSG00000154001),3458,0.0
HIC2 (ENSG00000169635),3459,0.0
PPP3CA (ENSG00000138814),3460,0.0
HIBCH (ENSG00000198130),3461,0.0
PPP3CB (ENSG00000107758),3462,0.0
PPP3R1 (ENSG00000221823),3463,0.0
HHLA1 (ENSG00000132297),3464,0.0
PPP4C (ENSG00000149923),3465,0.0
PPP4R1 (ENSG00000154845),3466,0.0
PPP4R2 (ENSG00000163605),3467,0.0
PPP4R3A (ENSG00000100796),3468,0.0
PPP4R4 (ENSG00000119698),3469,0.0
PPP5C (ENSG00000011485),3470,0.0
HIF1A (ENSG00000100644),3471,0.0
HIRA (ENSG00000100084),3472,0.0
PPP2R2A (ENSG00000221914),3473,0.0
PPP2R1B (ENSG00000137713),3474,0.0
HIST1H3I (ENSG00000275379),3475,0.0
HIST1H3H (ENSG00000278828),3476,0.0
HIST1H3F (ENSG00000277775),3477,0.0
HIST1H3E (ENSG00000274750),3478,0.0
HIST1H3B (ENSG00000274267),3479,0.0
PPP1R3B (ENSG00000173281),3480,0.0
HIST1H2BO (ENSG00000274641),3481,0.0
HIST1H2BN (ENSG00000233822),3482,0.0
HIST1H2BL (ENSG00000185130),3483,0.0
HIST1H2BK (ENSG00000197903),3484,0.0
HIST1H2BJ (ENSG00000124635),3485,0.0
HIST1H2BH (ENSG00000275713),3486,0.0
HIST1H2BG (ENSG00000273802),3487,0.0
HIST1H2BF (ENSG00000277224),3488,0.0
HIST1H2BE (ENSG00000274290),3489,0.0
PPP1R7 (ENSG00000115685),3490,0.0
HIST1H2BC (ENSG00000180596),3491,0.0
HIST1H2AL (ENSG00000276903),3492,0.0
HIST1H2AK (ENSG00000275221),3493,0.0
HIST1H2AJ (ENSG00000276368),3494,0.0
HIST1H2AI (ENSG00000196747),3495,0.0
HIST1H2AH (ENSG00000274997),3496,0.0
HIST1H2AG (ENSG00000196787),3497,0.0
HIST1H2AE (ENSG00000277075),3498,0.0
PPP1R9A (ENSG00000158528),3499,0.0
HIST1H2AB (ENSG00000278463),3500,0.0
PPP1R9B (ENSG00000108819),3501,0.0
PPP2CA (ENSG00000113575),3502,0.0
PPP2CB (ENSG00000104695),3503,0.0
HIST1H4B (ENSG00000278705),3504,0.0
PMM2 (ENSG00000140650),3505,0.0
HMSD (ENSG00000221887),3506,0.0
HMX2 (ENSG00000188816),3507,0.0
HRAS (ENSG00000174775),3508,0.0
HPSE2 (ENSG00000172987),3509,0.0
HPSE (ENSG00000173083),3510,0.0
PNPT1 (ENSG00000138035),3511,0.0
HPS5 (ENSG00000110756),3512,0.0
PNRC2 (ENSG00000189266),3513,0.0
HPS3 (ENSG00000163755),3514,0.0
HPS1 (ENSG00000107521),3515,0.0
HPRT1 (ENSG00000165704),3516,0.0
POC1A (ENSG00000164087),3517,0.0
POC5 (ENSG00000152359),3518,0.0
PODXL (ENSG00000128567),3519,0.0
POFUT1 (ENSG00000101346),3520,0.0
HRASLS (ENSG00000127252),3521,0.0
POGK (ENSG00000143157),3522,0.0
POGZ (ENSG00000143442),3523,0.0
POLA1 (ENSG00000101868),3524,0.0
POLD4 (ENSG00000175482),3525,0.0
POLDIP2 (ENSG00000004142),3526,0.0
POLE (ENSG00000177084),3527,0.0
POLE2 (ENSG00000100479),3528,0.0
POLE4 (ENSG00000115350),3529,0.0
POLG2 (ENSG00000256525),3530,0.0
POLQ (ENSG00000051341),3531,0.0
POLR1A (ENSG00000068654),3532,0.0
POLR1B (ENSG00000125630),3533,0.0
POLR1D (ENSG00000186184),3534,0.0
POLR1E (ENSG00000137054),3535,0.0
POGLUT1 (ENSG00000163389),3536,0.0
HRASLS5 (ENSG00000168004),3537,0.0
PNPLA6 (ENSG00000032444),3538,0.0
PNPLA4 (ENSG00000006757),3539,0.0
HSD17B6 (ENSG00000025423),3540,0.0
HSD17B4 (ENSG00000133835),3541,0.0
PMPCA (ENSG00000165688),3542,0.0
PMPCB (ENSG00000105819),3543,0.0
PMS1 (ENSG00000064933),3544,0.0
HSD17B12 (ENSG00000149084),3545,0.0
PMS2 (ENSG00000122512),3546,0.0
HSD17B10 (ENSG00000072506),3547,0.0
HSD17B1 (ENSG00000108786),3548,0.0
HSD11B2 (ENSG00000176387),3549,0.0
PMVK (ENSG00000163344),3550,0.0
HSCB (ENSG00000100209),3551,0.0
PNKD (ENSG00000127838),3552,0.0
HSBP1 (ENSG00000230989),3553,0.0
HS6ST3 (ENSG00000185352),3554,0.0
HS6ST1 (ENSG00000136720),3555,0.0
PNKP (ENSG00000039650),3556,0.0
HS3ST5 (ENSG00000249853),3557,0.0
HS3ST4 (ENSG00000182601),3558,0.0
PNMT (ENSG00000141744),3559,0.0
PNN (ENSG00000100941),3560,0.0
PNO1 (ENSG00000115946),3561,0.0
PNP (ENSG00000198805),3562,0.0
PNPLA2 (ENSG00000177666),3563,0.0
PNPLA3 (ENSG00000100344),3564,0.0
HRSP12 (ENSG00000132541),3565,0.0
HRK (ENSG00000135116),3566,0.0
HRH3 (ENSG00000101180),3567,0.0
HRH2 (ENSG00000113749),3568,0.0
POLR2A (ENSG00000181222),3569,0.0
PPID (ENSG00000171497),3570,0.0
POLR2B (ENSG00000047315),3571,0.0
POLR2E (ENSG00000099817),3572,0.0
PPA2 (ENSG00000138777),3573,0.0
HOMER1 (ENSG00000152413),3574,0.0
HOGA1 (ENSG00000241935),3575,0.0
HNRNPUL2 (ENSG00000214753),3576,0.0
PPAN (ENSG00000130810),3577,0.0
HNRNPU-AS1 (ENSG00000188206),3578,0.0
HNRNPU (ENSG00000153187),3579,0.0
HNRNPM (ENSG00000099783),3580,0.0
HNRNPLL (ENSG00000143889),3581,0.0
HNRNPL (ENSG00000104824),3582,0.0
HNRNPH3 (ENSG00000096746),3583,0.0
PPARGC1B (ENSG00000155846),3584,0.0
HNRNPH1 (ENSG00000169045),3585,0.0
PPA1 (ENSG00000180817),3586,0.0
HNRNPF (ENSG00000169813),3587,0.0
HNRNPD (ENSG00000138668),3588,0.0
HNRNPC (ENSG00000092199),3589,0.0
HNRNPAB (ENSG00000197451),3590,0.0
HNRNPA3 (ENSG00000170144),3591,0.0
HNRNPA2B1 (ENSG00000122566),3592,0.0
PPCDC (ENSG00000138621),3593,0.0
PPCS (ENSG00000127125),3594,0.0
PPFIA1 (ENSG00000131626),3595,0.0
PPFIA2 (ENSG00000139220),3596,0.0
PPHLN1 (ENSG00000134283),3597,0.0
PPIA (ENSG00000196262),3598,0.0
HN1L (ENSG00000206053),3599,0.0
HN1 (ENSG00000189159),3600,0.0
PPAT (ENSG00000128059),3601,0.0
HOOK1 (ENSG00000134709),3602,0.0
HOOK2 (ENSG00000095066),3603,0.0
POU5F1B (ENSG00000212993),3604,0.0
POLR2F (ENSG00000100142),3605,0.0
POLR2G (ENSG00000168002),3606,0.0
POLR2H (ENSG00000163882),3607,0.0
POLR2I (ENSG00000105258),3608,0.0
POLR2J (ENSG00000005075),3609,0.0
POLR2K (ENSG00000147669),3610,0.0
POLR2L (ENSG00000177700),3611,0.0
POLR3A (ENSG00000148606),3612,0.0
POLR3B (ENSG00000013503),3613,0.0
POLR3D (ENSG00000168495),3614,0.0
POLR3E (ENSG00000058600),3615,0.0
POLR3F (ENSG00000132664),3616,0.0
POLR3G (ENSG00000113356),3617,0.0
POLR3H (ENSG00000100413),3618,0.0
POLR3K (ENSG00000161980),3619,0.0
POLRMT (ENSG00000099821),3620,0.0
POM121 (ENSG00000196313),3621,0.0
POMC (ENSG00000115138),3622,0.0
POMGNT2 (ENSG00000144647),3623,0.0
POMP (ENSG00000132963),3624,0.0
POP1 (ENSG00000104356),3625,0.0
POP4 (ENSG00000105171),3626,0.0
POP5 (ENSG00000167272),3627,0.0
POP7 (ENSG00000172336),3628,0.0
POT1 (ENSG00000128513),3629,0.0
POU2F1 (ENSG00000143190),3630,0.0
POU2F3 (ENSG00000137709),3631,0.0
POU3F1 (ENSG00000185668),3632,0.0
POU5F1 (ENSG00000204531),3633,0.0
