,number,cluster
LDLR (ENSG00000130164),16217,4.0
LDLRAD2 (ENSG00000187942),16218,4.0
NOVA2 (ENSG00000104967),16219,4.0
NOVA1 (ENSG00000139910),16220,4.0
NOV (ENSG00000136999),16221,4.0
LDLRAD3 (ENSG00000179241),16222,4.0
LDLRAD4 (ENSG00000168675),16223,4.0
NOTCH2NL (ENSG00000264343),16224,4.0
NOTCH2 (ENSG00000134250),16225,4.0
LDOC1 (ENSG00000182195),16226,4.0
LEMD1 (ENSG00000186007),16227,4.0
LEMD2 (ENSG00000161904),16228,4.0
LENG1 (ENSG00000105617),16229,4.0
LENG8 (ENSG00000167615),16230,4.0
LENG9 (ENSG00000275183),16231,4.0
LEPROT (ENSG00000213625),16232,4.0
LETM2 (ENSG00000165046),16233,4.0
LETMD1 (ENSG00000050426),16234,4.0
NOMO3 (ENSG00000103226),16235,4.0
LGALS1 (ENSG00000100097),16236,4.0
LGALS8-AS1 (ENSG00000223776),16237,4.0
NFIA (ENSG00000162599),16238,4.0
LIN7B (ENSG00000104863),16239,4.0
LINC00092 (ENSG00000225194),16240,4.0
LINC00472 (ENSG00000233237),16241,4.0
NHLRC4 (ENSG00000257108),16242,4.0
NHLRC3 (ENSG00000188811),16243,4.0
LINC00475 (ENSG00000225511),16244,4.0
NHLH2 (ENSG00000177551),16245,4.0
NHLH1 (ENSG00000171786),16246,4.0
LINC00518 (ENSG00000183674),16247,4.0
NGFR (ENSG00000064300),16248,4.0
NGF (ENSG00000134259),16249,4.0
LINC00526 (ENSG00000264575),16250,4.0
NFYC (ENSG00000066136),16251,4.0
LINC00562 (ENSG00000260388),16252,4.0
LINC00575 (ENSG00000231782),16253,4.0
LINC00605 (ENSG00000251533),16254,4.0
LINC00621 (ENSG00000262619),16255,4.0
NFKBIZ (ENSG00000144802),16256,4.0
NFKBIL1 (ENSG00000204498),16257,4.0
NFKBIE (ENSG00000146232),16258,4.0
NFKBIA (ENSG00000100906),16259,4.0
NFKB2 (ENSG00000077150),16260,4.0
NFIX (ENSG00000008441),16261,4.0
NFIC (ENSG00000141905),16262,4.0
NFIB (ENSG00000147862),16263,4.0
NHSL1 (ENSG00000135540),16264,4.0
LINC-PINT (ENSG00000231721),16265,4.0
NHSL2 (ENSG00000204131),16266,4.0
NIM1K (ENSG00000177453),16267,4.0
LINC00115 (ENSG00000225880),16268,4.0
NLGN1 (ENSG00000169760),16269,4.0
NKX6-1 (ENSG00000163623),16270,4.0
NKX2-8 (ENSG00000136327),16271,4.0
NKX2-2 (ENSG00000125820),16272,4.0
NKX2-1 (ENSG00000136352),16273,4.0
NKTR (ENSG00000114857),16274,4.0
NKIRAS2 (ENSG00000168256),16275,4.0
NKIRAS1 (ENSG00000197885),16276,4.0
NKILA (ENSG00000278709),16277,4.0
NKD2 (ENSG00000145506),16278,4.0
NKD1 (ENSG00000140807),16279,4.0
NKAIN4 (ENSG00000101198),16280,4.0
NKAIN3 (ENSG00000185942),16281,4.0
NIPSNAP3B (ENSG00000165028),16282,4.0
LINC00310 (ENSG00000227456),16283,4.0
LINC00311 (ENSG00000179219),16284,4.0
NIPAL4 (ENSG00000172548),16285,4.0
LINC00323 (ENSG00000226496),16286,4.0
LINC00324 (ENSG00000178977),16287,4.0
LINC00327 (ENSG00000232977),16288,4.0
NINJ1 (ENSG00000131669),16289,4.0
LINC00441 (ENSG00000231473),16290,4.0
LINC00461 (ENSG00000245526),16291,4.0
R3HDM2 (ENSG00000179912),16292,4.0
GNGT1 (ENSG00000127928),16293,4.0
GNG8 (ENSG00000167414),16294,4.0
RPS6KA2 (ENSG00000071242),16295,4.0
RPS4Y1 (ENSG00000129824),16296,4.0
DPF2 (ENSG00000133884),16297,4.0
DPF3 (ENSG00000205683),16298,4.0
DPH6-AS1 (ENSG00000248079),16299,4.0
DPP6 (ENSG00000130226),16300,4.0
DPP7 (ENSG00000176978),16301,4.0
DPT (ENSG00000143196),16302,4.0
DPY19L2 (ENSG00000177990),16303,4.0
DPY19L4 (ENSG00000156162),16304,4.0
RPS6KA4 (ENSG00000162302),16305,4.0
DPYD (ENSG00000188641),16306,4.0
DRAIC (ENSG00000245750),16307,4.0
DRC1 (ENSG00000157856),16308,4.0
DRC3 (ENSG00000171962),16309,4.0
DRD2 (ENSG00000149295),16310,4.0
DRG2 (ENSG00000108591),16311,4.0
DRP2 (ENSG00000102385),16312,4.0
DSCAML1 (ENSG00000177103),16313,4.0
DSE (ENSG00000111817),16314,4.0
DSG3 (ENSG00000134757),16315,4.0
DSTYK (ENSG00000133059),16316,4.0
DPYSL4 (ENSG00000151640),16317,4.0
DPCD (ENSG00000166171),16318,4.0
RPS6KB1 (ENSG00000108443),16319,4.0
RPS6KB2 (ENSG00000175634),16320,4.0
RSBN1 (ENSG00000081019),16321,4.0
RSAD2 (ENSG00000134321),16322,4.0
RSAD1 (ENSG00000136444),16323,4.0
DND1 (ENSG00000256453),16324,4.0
DNER (ENSG00000187957),16325,4.0
DNM1 (ENSG00000106976),16326,4.0
DNM3 (ENSG00000197959),16327,4.0
DNM3OS (ENSG00000230630),16328,4.0
DNTTIP1 (ENSG00000101457),16329,4.0
DOC2A (ENSG00000149927),16330,4.0
DOC2B (ENSG00000272636),16331,4.0
RRNAD1 (ENSG00000143303),16332,4.0
DOCK10 (ENSG00000135905),16333,4.0
DOCK7 (ENSG00000116641),16334,4.0
RRAS (ENSG00000126458),16335,4.0
RRAGB (ENSG00000083750),16336,4.0
RRAGA (ENSG00000155876),16337,4.0
RRAD (ENSG00000166592),16338,4.0
DOK5 (ENSG00000101134),16339,4.0
DOK6 (ENSG00000206052),16340,4.0
DOK7 (ENSG00000175920),16341,4.0
DOLK (ENSG00000175283),16342,4.0
RPS6KL1 (ENSG00000198208),16343,4.0
DTD2 (ENSG00000129480),16344,4.0
DTNA (ENSG00000134769),16345,4.0
DTNB (ENSG00000138101),16346,4.0
DTX3 (ENSG00000178498),16347,4.0
RP5-991G20.6 (ENSG00000279206),16348,4.0
ECI2 (ENSG00000198721),16349,4.0
ECM1 (ENSG00000143369),16350,4.0
ECM2 (ENSG00000106823),16351,4.0
RP5-906C1.1 (ENSG00000278231),16352,4.0
ECSIT (ENSG00000130159),16353,4.0
EDA2R (ENSG00000131080),16354,4.0
RP5-864K19.4 (ENSG00000228436),16355,4.0
RP5-832C2.5 (ENSG00000215014),16356,4.0
RP5-827C21.4 (ENSG00000231663),16357,4.0
RP5-821D11.7 (ENSG00000184068),16358,4.0
RP5-1198O20.4 (ENSG00000230615),16359,4.0
EDN2 (ENSG00000127129),16360,4.0
RP5-1186N24.3 (ENSG00000246350),16361,4.0
RP5-1159O4.2 (ENSG00000272732),16362,4.0
RP5-1157M23.2 (ENSG00000243224),16363,4.0
EDNRA (ENSG00000151617),16364,4.0
RP5-1120P11.1 (ENSG00000237686),16365,4.0
RP5-1119A7.10 (ENSG00000229971),16366,4.0
EDRF1 (ENSG00000107938),16367,4.0
RP5-1102E8.3 (ENSG00000272855),16368,4.0
RP5-1098D14.1 (ENSG00000273384),16369,4.0
EEF1A1 (ENSG00000156508),16370,4.0
ECH1 (ENSG00000104823),16371,4.0
DNASE2 (ENSG00000105612),16372,4.0
ECEL1 (ENSG00000171551),16373,4.0
EBF2 (ENSG00000221818),16374,4.0
DUOX1 (ENSG00000137857),16375,4.0
DUOXA1 (ENSG00000140254),16376,4.0
DUS2 (ENSG00000167264),16377,4.0
DUSP1 (ENSG00000120129),16378,4.0
DUSP10 (ENSG00000143507),16379,4.0
DUSP11 (ENSG00000144048),16380,4.0
DUSP15 (ENSG00000149599),16381,4.0
DUSP18 (ENSG00000167065),16382,4.0
DUSP26 (ENSG00000133878),16383,4.0
DUSP8 (ENSG00000184545),16384,4.0
DVL2 (ENSG00000004975),16385,4.0
DVL3 (ENSG00000161202),16386,4.0
DXO (ENSG00000204348),16387,4.0
DYM (ENSG00000141627),16388,4.0
DYNC1I2 (ENSG00000077380),16389,4.0
DYNC2LI1 (ENSG00000138036),16390,4.0
DYNLRB2 (ENSG00000168589),16391,4.0
DYRK1B (ENSG00000105204),16392,4.0
DYRK4 (ENSG00000010219),16393,4.0
DZIP1 (ENSG00000134874),16394,4.0
E2F6 (ENSG00000169016),16395,4.0
EAF1-AS1 (ENSG00000249786),16396,4.0
EBF1 (ENSG00000164330),16397,4.0
EBF3 (ENSG00000108001),16398,4.0
DNASE1L1 (ENSG00000013563),16399,4.0
RSG1 (ENSG00000132881),16400,4.0
DNASE1 (ENSG00000213918),16401,4.0
SART1 (ENSG00000175467),16402,4.0
DKK2 (ENSG00000155011),16403,4.0
SARS (ENSG00000031698),16404,4.0
SARNP (ENSG00000205323),16405,4.0
DKK3 (ENSG00000050165),16406,4.0
SARAF (ENSG00000133872),16407,4.0
DKKL1 (ENSG00000104901),16408,4.0
SAPCD1-AS1 (ENSG00000235663),16409,4.0
DLG4 (ENSG00000132535),16410,4.0
DLGAP4 (ENSG00000080845),16411,4.0
DLGAP4-AS1 (ENSG00000232907),16412,4.0
SAMD5 (ENSG00000203727),16413,4.0
SAMD4A (ENSG00000020577),16414,4.0
SAMD14 (ENSG00000167100),16415,4.0
SAMD13 (ENSG00000203943),16416,4.0
DLL3 (ENSG00000090932),16417,4.0
SAMD11 (ENSG00000187634),16418,4.0
SAMD10 (ENSG00000130590),16419,4.0
DLX1 (ENSG00000144355),16420,4.0
DLX2 (ENSG00000115844),16421,4.0
DMAP1 (ENSG00000178028),16422,4.0
DMGDH (ENSG00000132837),16423,4.0
SAFB (ENSG00000160633),16424,4.0
DKFZP434L187 (ENSG00000225930),16425,4.0
DMRT2 (ENSG00000173253),16426,4.0
DKFZP434I0714 (ENSG00000268471),16427,4.0
DIXDC1 (ENSG00000150764),16428,4.0
DICER1-AS1 (ENSG00000235706),16429,4.0
SCCPDH (ENSG00000143653),16430,4.0
SCARF2 (ENSG00000244486),16431,4.0
SCARF1 (ENSG00000074660),16432,4.0
SCARB2 (ENSG00000138760),16433,4.0
SCARA5 (ENSG00000168079),16434,4.0
SCAPER (ENSG00000140386),16435,4.0
DIO3OS (ENSG00000258498),16436,4.0
DIP2A (ENSG00000160305),16437,4.0
SCAMP4 (ENSG00000227500),16438,4.0
SCAMP2 (ENSG00000140497),16439,4.0
SCAMP1-AS1 (ENSG00000245556),16440,4.0
SCAMP1 (ENSG00000085365),16441,4.0
DIRAS1 (ENSG00000176490),16442,4.0
DIRAS2 (ENSG00000165023),16443,4.0
DIRAS3 (ENSG00000162595),16444,4.0
SCAF1 (ENSG00000126461),16445,4.0
DIRC3 (ENSG00000231672),16446,4.0
DISP1 (ENSG00000154309),16447,4.0
SBF2 (ENSG00000133812),16448,4.0
SBF1 (ENSG00000100241),16449,4.0
SBDS (ENSG00000126524),16450,4.0
DISP2 (ENSG00000140323),16451,4.0
SAT2 (ENSG00000141504),16452,4.0
EEF1A2 (ENSG00000101210),16453,4.0
DMRT3 (ENSG00000064218),16454,4.0
S1PR3 (ENSG00000213694),16455,4.0
DNAJC1 (ENSG00000136770),16456,4.0
DNAJC12 (ENSG00000108176),16457,4.0
DNAJC27 (ENSG00000115137),16458,4.0
DNAJC27-AS1 (ENSG00000224165),16459,4.0
RTN2 (ENSG00000125744),16460,4.0
RTN1 (ENSG00000139970),16461,4.0
DNAJC3-AS1 (ENSG00000247400),16462,4.0
RTFDC1 (ENSG00000022277),16463,4.0
DNAJC4 (ENSG00000110011),16464,4.0
RTCA-AS1 (ENSG00000224616),16465,4.0
DNAJC6 (ENSG00000116675),16466,4.0
RSRP1 (ENSG00000117616),16467,4.0
RSRC2 (ENSG00000111011),16468,4.0
DNAL4 (ENSG00000100246),16469,4.0
RSPRY1 (ENSG00000159579),16470,4.0
RSPO3 (ENSG00000146374),16471,4.0
RSPO2 (ENSG00000147655),16472,4.0
RSPO1 (ENSG00000169218),16473,4.0
RSPH9 (ENSG00000172426),16474,4.0
RSPH4A (ENSG00000111834),16475,4.0
RSPH3 (ENSG00000130363),16476,4.0
RSPH14 (ENSG00000100218),16477,4.0
RSPH1 (ENSG00000160188),16478,4.0
DNAJB9 (ENSG00000128590),16479,4.0
DMRTA2 (ENSG00000142700),16480,4.0
DNAJB2 (ENSG00000135924),16481,4.0
RUFY2 (ENSG00000204130),16482,4.0
S1PR1 (ENSG00000170989),16483,4.0
DMTN (ENSG00000158856),16484,4.0
S100A8 (ENSG00000143546),16485,4.0
S100A6 (ENSG00000197956),16486,4.0
DMWD (ENSG00000185800),16487,4.0
DNAAF1 (ENSG00000154099),16488,4.0
DNAAF3 (ENSG00000167646),16489,4.0
DNAH10OS (ENSG00000250091),16490,4.0
RXRG (ENSG00000143171),16491,4.0
RXRB (ENSG00000204231),16492,4.0
DNAH7 (ENSG00000118997),16493,4.0
DNAH9 (ENSG00000007174),16494,4.0
DNAI1 (ENSG00000122735),16495,4.0
DNAI2 (ENSG00000171595),16496,4.0
RUSC2 (ENSG00000198853),16497,4.0
RUSC1-AS1 (ENSG00000225855),16498,4.0
RUNX2 (ENSG00000124813),16499,4.0
RUNX1T1 (ENSG00000079102),16500,4.0
RUNX1 (ENSG00000159216),16501,4.0
RUNDC3B (ENSG00000105784),16502,4.0
RUNDC3A (ENSG00000108309),16503,4.0
DNAJB13 (ENSG00000187726),16504,4.0
RUFY3 (ENSG00000018189),16505,4.0
RUFY1 (ENSG00000176783),16506,4.0
RP5-1074L1.1 (ENSG00000227963),16507,4.0
RP5-1068E13.7 (ENSG00000273148),16508,4.0
RP5-1065J22.8 (ENSG00000273382),16509,4.0
RP11-802E16.3 (ENSG00000255031),16510,4.0
ELOVL3 (ENSG00000119915),16511,4.0
RP11-79P5.9 (ENSG00000272525),16512,4.0
RP11-799D4.4 (ENSG00000266947),16513,4.0
RP11-798M19.6 (ENSG00000272870),16514,4.0
RP11-798L4.1 (ENSG00000205682),16515,4.0
ELOVL5 (ENSG00000012660),16516,4.0
RP11-798G7.6 (ENSG00000267198),16517,4.0
RP11-796E2.4 (ENSG00000245904),16518,4.0
ELP3 (ENSG00000134014),16519,4.0
RP11-793H13.3 (ENSG00000257550),16520,4.0
RP11-793H13.10 (ENSG00000267281),16521,4.0
EMCN (ENSG00000164035),16522,4.0
EMILIN1 (ENSG00000138080),16523,4.0
RP11-783K16.14 (ENSG00000256116),16524,4.0
EMILIN3 (ENSG00000183798),16525,4.0
EML6 (ENSG00000214595),16526,4.0
RP11-774O3.3 (ENSG00000251615),16527,4.0
EMP1 (ENSG00000134531),16528,4.0
RP11-770J1.4 (ENSG00000255384),16529,4.0
RP11-770J1.3 (ENSG00000255435),16530,4.0
RP11-764E7.1 (ENSG00000260142),16531,4.0
RP11-763B22.4 (ENSG00000237343),16532,4.0
RP11-804H8.6 (ENSG00000273356),16533,4.0
RP11-758N13.1 (ENSG00000259721),16534,4.0
ELN (ENSG00000049540),16535,4.0
ELMOD3 (ENSG00000115459),16536,4.0
RP11-88I18.2 (ENSG00000233178),16537,4.0
EIF4G2 (ENSG00000110321),16538,4.0
EIF4H (ENSG00000106682),16539,4.0
ELAVL2 (ENSG00000107105),16540,4.0
RP11-879F14.1 (ENSG00000267175),16541,4.0
ELAVL3 (ENSG00000196361),16542,4.0
ELAVL4 (ENSG00000162374),16543,4.0
RP11-861E21.2 (ENSG00000267199),16544,4.0
RP11-85A1.3 (ENSG00000260475),16545,4.0
RP11-850A17.1 (ENSG00000277324),16546,4.0
ELF4 (ENSG00000102034),16547,4.0
ELFN1 (ENSG00000225968),16548,4.0
ELK3 (ENSG00000111145),16549,4.0
ELL (ENSG00000105656),16550,4.0
RP11-83A24.2 (ENSG00000273247),16551,4.0
RP11-839D17.3 (ENSG00000255129),16552,4.0
RP11-834C11.15 (ENSG00000283073),16553,4.0
ELMO2 (ENSG00000062598),16554,4.0
RP11-81H14.2 (ENSG00000251301),16555,4.0
RP11-819C21.1 (ENSG00000261098),16556,4.0
RP11-817O13.9 (ENSG00000275645),16557,4.0
ELMOD1 (ENSG00000110675),16558,4.0
RP11-817G13.3 (ENSG00000276063),16559,4.0
ELMSAN1 (ENSG00000156030),16560,4.0
RP11-890B15.3 (ENSG00000255455),16561,4.0
EMP3 (ENSG00000142227),16562,4.0
RP11-756H6.1 (ENSG00000258001),16563,4.0
RP11-680F8.3 (ENSG00000259523),16564,4.0
ENPP2 (ENSG00000136960),16565,4.0
RP11-67L2.2 (ENSG00000273033),16566,4.0
RP11-679B19.1 (ENSG00000277954),16567,4.0
RP11-677M14.7 (ENSG00000245498),16568,4.0
ENPP6 (ENSG00000164303),16569,4.0
RP11-670E13.6 (ENSG00000274213),16570,4.0
RP11-66N24.3 (ENSG00000258727),16571,4.0
RP11-66N11.8 (ENSG00000260081),16572,4.0
RP11-666A20.4 (ENSG00000248787),16573,4.0
RP11-658F2.8 (ENSG00000258297),16574,4.0
RP11-656D10.3 (ENSG00000238287),16575,4.0
RP11-655M14.13 (ENSG00000255318),16576,4.0
RP11-649A18.12 (ENSG00000263843),16577,4.0
ENTPD7 (ENSG00000198018),16578,4.0
RP11-635N19.1 (ENSG00000267390),16579,4.0
EPB41L4A (ENSG00000129595),16580,4.0
EPB41L4A-AS2 (ENSG00000278921),16581,4.0
EPHA2 (ENSG00000142627),16582,4.0
RP11-629B11.5 (ENSG00000269559),16583,4.0
EPHA3 (ENSG00000044524),16584,4.0
RP11-621L6.2 (ENSG00000264365),16585,4.0
RP11-620J15.4 (ENSG00000273805),16586,4.0
ENPEP (ENSG00000138792),16587,4.0
RP11-758H9.2 (ENSG00000273702),16588,4.0
ENOX1 (ENSG00000120658),16589,4.0
RP11-692D12.1 (ENSG00000250220),16590,4.0
EN1 (ENSG00000163064),16591,4.0
RP11-73K9.3 (ENSG00000272567),16592,4.0
RP11-73E17.2 (ENSG00000258738),16593,4.0
RP11-736N17.10 (ENSG00000278071),16594,4.0
ENDOV (ENSG00000173818),16595,4.0
RP11-727F15.9 (ENSG00000256690),16596,4.0
RP11-727F15.12 (ENSG00000269176),16597,4.0
RP11-727F15.11 (ENSG00000267811),16598,4.0
RP11-725P16.2 (ENSG00000272769),16599,4.0
ENG (ENSG00000106991),16600,4.0
RP11-71N10.1 (ENSG00000239922),16601,4.0
RP11-713P17.3 (ENSG00000204241),16602,4.0
RP11-712B9.2 (ENSG00000245552),16603,4.0
RP11-710C12.1 (ENSG00000271474),16604,4.0
RP11-70D24.2 (ENSG00000278058),16605,4.0
RP11-708J19.1 (ENSG00000260236),16606,4.0
RP11-706O15.3 (ENSG00000234449),16607,4.0
RP11-705O1.8 (ENSG00000263884),16608,4.0
ENKUR (ENSG00000151023),16609,4.0
ENO1 (ENSG00000074800),16610,4.0
ENO1-AS1 (ENSG00000230679),16611,4.0
RP11-69E11.4 (ENSG00000182109),16612,4.0
ENO2 (ENSG00000111674),16613,4.0
RP11-686O6.2 (ENSG00000273456),16614,4.0
SCD5 (ENSG00000145284),16615,4.0
EIF4A2 (ENSG00000156976),16616,4.0
RP11-89K11.1 (ENSG00000259658),16617,4.0
RP4-591C20.9 (ENSG00000268858),16618,4.0
RP4-583P15.10 (ENSG00000229299),16619,4.0
RP4-575N6.4 (ENSG00000225938),16620,4.0
EFHC2 (ENSG00000183690),16621,4.0
EFHD1 (ENSG00000115468),16622,4.0
EFNA3 (ENSG00000143590),16623,4.0
EFNA4 (ENSG00000243364),16624,4.0
EFNB1 (ENSG00000090776),16625,4.0
RP3-525N10.2 (ENSG00000230910),16626,4.0
EFNB2 (ENSG00000125266),16627,4.0
RP3-510D11.2 (ENSG00000234546),16628,4.0
RP3-508I15.9 (ENSG00000228274),16629,4.0
EGFL6 (ENSG00000198759),16630,4.0
RP3-486I3.7 (ENSG00000237021),16631,4.0
RP3-473L9.4 (ENSG00000257595),16632,4.0
RP3-466P17.1 (ENSG00000270638),16633,4.0
EGFR (ENSG00000146648),16634,4.0
RP3-402G11.26 (ENSG00000273253),16635,4.0
EGLN1 (ENSG00000135766),16636,4.0
RP3-395M20.12 (ENSG00000272449),16637,4.0
RP3-394A18.1 (ENSG00000279159),16638,4.0
EGR1 (ENSG00000120738),16639,4.0
RP3-337H4.10 (ENSG00000271970),16640,4.0
RP4-601P9.2 (ENSG00000257817),16641,4.0
RP3-329A5.8 (ENSG00000272374),16642,4.0
RP4-605O3.4 (ENSG00000272368),16643,4.0
RP4-621F18.2 (ENSG00000282057),16644,4.0
EEF2 (ENSG00000167658),16645,4.0
RP5-1024G6.7 (ENSG00000259818),16646,4.0
EEFSEC (ENSG00000132394),16647,4.0
RP5-1024C24.1 (ENSG00000254489),16648,4.0
RP5-1021I20.1 (ENSG00000259065),16649,4.0
EEPD1 (ENSG00000122547),16650,4.0
RP4-813D12.3 (ENSG00000226308),16651,4.0
EFCAB1 (ENSG00000034239),16652,4.0
RP4-800J21.3 (ENSG00000218018),16653,4.0
RP4-798A10.7 (ENSG00000261135),16654,4.0
EFCAB12 (ENSG00000172771),16655,4.0
RP4-798A10.2 (ENSG00000226029),16656,4.0
RP4-794H19.1 (ENSG00000232453),16657,4.0
RP4-758J18.13 (ENSG00000272455),16658,4.0
RP4-756G23.5 (ENSG00000235513),16659,4.0
RP4-728D4.2 (ENSG00000239636),16660,4.0
RP4-673M15.1 (ENSG00000272768),16661,4.0
RP4-669P10.20 (ENSG00000281538),16662,4.0
RP4-665J23.1 (ENSG00000233593),16663,4.0
EFCAB7 (ENSG00000203965),16664,4.0
RP4-635E18.8 (ENSG00000271895),16665,4.0
EFEMP1 (ENSG00000115380),16666,4.0
EFHB (ENSG00000163576),16667,4.0
RP4-613B23.1 (ENSG00000230084),16668,4.0
RP11-89F3.2 (ENSG00000236140),16669,4.0
EGR2 (ENSG00000122877),16670,4.0
RP13-977J11.2 (ENSG00000256576),16671,4.0
RP11-96O20.5 (ENSG00000275709),16672,4.0
RP11-96L14.8 (ENSG00000282872),16673,4.0
RP11-96H19.1 (ENSG00000257261),16674,4.0
EIF2B2 (ENSG00000119718),16675,4.0
RP11-967K21.1 (ENSG00000247934),16676,4.0
RP11-963H4.3 (ENSG00000263508),16677,4.0
RP11-95O2.5 (ENSG00000267707),16678,4.0
RP11-950C14.3 (ENSG00000258646),16679,4.0
EIF3D (ENSG00000100353),16680,4.0
RP11-93G5.1 (ENSG00000274317),16681,4.0
RP11-936I5.1 (ENSG00000266998),16682,4.0
RP11-932O9.8 (ENSG00000270016),16683,4.0
RP11-932O9.7 (ENSG00000247728),16684,4.0
EIF3F (ENSG00000175390),16685,4.0
RP11-930P14.2 (ENSG00000260588),16686,4.0
RP11-92G12.3 (ENSG00000260088),16687,4.0
RP11-923I11.3 (ENSG00000260122),16688,4.0
EIF3H (ENSG00000147677),16689,4.0
EIF3J-AS1 (ENSG00000179523),16690,4.0
RP11-90L1.8 (ENSG00000275880),16691,4.0
EIF3L (ENSG00000100129),16692,4.0
RP11-90D4.3 (ENSG00000256101),16693,4.0
EIF4A1 (ENSG00000161960),16694,4.0
RP11-976B16.1 (ENSG00000274492),16695,4.0
RP2 (ENSG00000102218),16696,4.0
RP11-977G19.11 (ENSG00000257303),16697,4.0
EIF2AK1 (ENSG00000086232),16698,4.0
RP13-942N8.1 (ENSG00000256092),16699,4.0
EGR3 (ENSG00000179388),16700,4.0
EHBP1 (ENSG00000115504),16701,4.0
RP13-766D20.4 (ENSG00000278200),16702,4.0
METTL21B (ENSG00000123427),16703,4.0
RP13-753N3.1 (ENSG00000263531),16704,4.0
EHD1 (ENSG00000110047),16705,4.0
EHD2 (ENSG00000024422),16706,4.0
RP13-539J13.1 (ENSG00000272342),16707,4.0
RP13-516M14.4 (ENSG00000265692),16708,4.0
RP13-516M14.2 (ENSG00000264548),16709,4.0
RP13-436F16.1 (ENSG00000237058),16710,4.0
EHMT2 (ENSG00000204371),16711,4.0
EID1 (ENSG00000255302),16712,4.0
EID2B (ENSG00000176401),16713,4.0
RP13-131K19.6 (ENSG00000272434),16714,4.0
EID3 (ENSG00000255150),16715,4.0
RP13-1032I1.7 (ENSG00000262049),16716,4.0
RP11-9G1.3 (ENSG00000250241),16717,4.0
RP11-98I9.4 (ENSG00000228506),16718,4.0
EIF1 (ENSG00000173812),16719,4.0
EIF2A (ENSG00000144895),16720,4.0
RP11-983P16.4 (ENSG00000257337),16721,4.0
RP11-977G19.12 (ENSG00000257740),16722,4.0
DIABLO (ENSG00000184047),16723,4.0
SCG2 (ENSG00000171951),16724,4.0
DHX40 (ENSG00000108406),16725,4.0
SLC24A5 (ENSG00000188467),16726,4.0
CTD-3193K9.4 (ENSG00000267042),16727,4.0
SLC22A5 (ENSG00000197375),16728,4.0
SLC22A4 (ENSG00000197208),16729,4.0
CTD-3193O13.12 (ENSG00000214248),16730,4.0
CTD-3214H19.4 (ENSG00000268400),16731,4.0
CTD-3220F14.3 (ENSG00000276846),16732,4.0
CTD-3222D19.8 (ENSG00000279529),16733,4.0
CTD-3252C9.4 (ENSG00000267519),16734,4.0
SLC22A18 (ENSG00000110628),16735,4.0
SLC22A17 (ENSG00000092096),16736,4.0
SLC22A15 (ENSG00000163393),16737,4.0
CTDSP2 (ENSG00000175215),16738,4.0
CTF1 (ENSG00000150281),16739,4.0
SLC1A4 (ENSG00000115902),16740,4.0
SLC1A3 (ENSG00000079215),16741,4.0
CTGF (ENSG00000118523),16742,4.0
CTHRC1 (ENSG00000164932),16743,4.0
CTIF (ENSG00000134030),16744,4.0
CTNNA2 (ENSG00000066032),16745,4.0
SLC18B1 (ENSG00000146409),16746,4.0
SLC18A1 (ENSG00000036565),16747,4.0
CTNNB1 (ENSG00000168036),16748,4.0
CTD-3131K8.2 (ENSG00000269439),16749,4.0
SLC17A7 (ENSG00000104888),16750,4.0
SLC25A11 (ENSG00000108528),16751,4.0
SLC25A14 (ENSG00000102078),16752,4.0
CTD-2515A14.1 (ENSG00000261669),16753,4.0
CTD-2515O10.5 (ENSG00000274904),16754,4.0
CTD-2517O10.6 (ENSG00000272323),16755,4.0
CTD-2521M24.8 (ENSG00000269053),16756,4.0
SLC25A42 (ENSG00000181035),16757,4.0
SLC25A41 (ENSG00000181240),16758,4.0
CTD-2541M15.3 (ENSG00000271743),16759,4.0
CTD-2545M3.8 (ENSG00000268518),16760,4.0
CTD-2547G23.4 (ENSG00000274925),16761,4.0
CTD-2561B21.11 (ENSG00000262873),16762,4.0
CTD-2568A17.1 (ENSG00000261341),16763,4.0
CTD-2574D22.2 (ENSG00000247735),16764,4.0
SLC25A27 (ENSG00000153291),16765,4.0
SLC25A25-AS1 (ENSG00000234771),16766,4.0
SLC25A25 (ENSG00000148339),16767,4.0
SLC25A24 (ENSG00000085491),16768,4.0
CTD-2651B20.3 (ENSG00000259520),16769,4.0
CTD-3032H12.2 (ENSG00000259711),16770,4.0
SLC25A21-AS1 (ENSG00000258708),16771,4.0
CTD-3035K23.7 (ENSG00000274565),16772,4.0
SLC25A20 (ENSG00000178537),16773,4.0
CTD-3065B20.3 (ENSG00000259314),16774,4.0
CTD-3065J16.9 (ENSG00000255224),16775,4.0
SLC25A12 (ENSG00000115840),16776,4.0
SLC26A10 (ENSG00000135502),16777,4.0
SLC17A6 (ENSG00000091664),16778,4.0
CTNS (ENSG00000040531),16779,4.0
SIX5 (ENSG00000177045),16780,4.0
CXCL2 (ENSG00000081041),16781,4.0
SIX3-AS1 (ENSG00000236502),16782,4.0
CXCR4 (ENSG00000121966),16783,4.0
SIX2 (ENSG00000170577),16784,4.0
SIX1 (ENSG00000126778),16785,4.0
CXXC4 (ENSG00000168772),16786,4.0
CXorf40A (ENSG00000197620),16787,4.0
SIRT6 (ENSG00000077463),16788,4.0
CXorf40B (ENSG00000197021),16789,4.0
SIRT4 (ENSG00000089163),16790,4.0
SIRT3 (ENSG00000142082),16791,4.0
SIRT2 (ENSG00000068903),16792,4.0
